Tinggi (cm),Berat (kg),Tingkat Aktivitas,Tujuan,Kategori,Durasi (menit),Kalori Terbakar,Umur,Jenis Kelamin,Rekomendasi Olahraga
167,77,Sedang,Peningkatan Massa Otot,Kekuatan,61,174,57,Pria,Angkat Beban
188,73,Sedang,Penurunan Berat Badan,Fleksibilitas,32,513,24,Wanita,Senam
165,59,Tinggi,Peningkatan Massa Otot,Kekuatan,68,601,19,Pria,Angkat Beban
198,112,Tinggi,Peningkatan Massa Otot,Kardio,38,177,23,Pria,Bersepeda
176,98,Rendah,Pemeliharaan Kebugaran,Kardio,89,521,25,Wanita,Bersepeda
144,69,Tinggi,Penurunan Berat Badan,Kekuatan,87,187,19,Pria,Angkat Beban
171,92,Tinggi,Penurunan Berat Badan,Fleksibilitas,52,221,56,Wanita,Senam
200,117,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,70,166,18,Pria,Senam
182,107,Sedang,Peningkatan Massa Otot,Fleksibilitas,86,483,47,Pria,Senam
159,53,Rendah,Peningkatan Massa Otot,Kardio,61,653,18,Wanita,Bersepeda
140,83,Tinggi,Peningkatan Massa Otot,Fleksibilitas,78,558,42,Pria,Senam
168,117,Tinggi,Peningkatan Massa Otot,Kekuatan,59,259,45,Pria,Angkat Beban
167,74,Rendah,Penurunan Berat Badan,Kardio,60,674,32,Pria,Lari
173,58,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,56,410,60,Wanita,Senam
186,41,Tinggi,Penurunan Berat Badan,Fleksibilitas,80,389,19,Pria,Senam
154,112,Rendah,Penurunan Berat Badan,Kekuatan,73,467,27,Wanita,Angkat Beban
171,117,Sedang,Penurunan Berat Badan,Kardio,38,474,34,Wanita,Lari
173,120,Rendah,Peningkatan Massa Otot,Kekuatan,33,443,33,Wanita,Angkat Beban
148,78,Tinggi,Penurunan Berat Badan,Fleksibilitas,39,186,61,Wanita,Senam
148,110,Tinggi,Penurunan Berat Badan,Kekuatan,74,530,59,Wanita,Angkat Beban
171,112,Sedang,Peningkatan Massa Otot,Fleksibilitas,72,668,27,Pria,Senam
140,71,Tinggi,Peningkatan Massa Otot,Kekuatan,50,176,41,Pria,Angkat Beban
185,85,Tinggi,Penurunan Berat Badan,Fleksibilitas,60,238,26,Wanita,Senam
187,108,Sedang,Penurunan Berat Badan,Kekuatan,72,593,31,Wanita,Angkat Beban
163,86,Tinggi,Penurunan Berat Badan,Kardio,42,464,62,Pria,Lari
156,89,Sedang,Pemeliharaan Kebugaran,Kardio,65,631,45,Pria,Bersepeda
143,82,Tinggi,Peningkatan Massa Otot,Kardio,51,515,53,Pria,Bersepeda
184,75,Rendah,Pemeliharaan Kebugaran,Kekuatan,58,283,25,Pria,Angkat Beban
164,118,Sedang,Pemeliharaan Kebugaran,Kardio,64,664,31,Wanita,Bersepeda
180,76,Sedang,Peningkatan Massa Otot,Kardio,64,644,52,Wanita,Bersepeda
172,50,Rendah,Penurunan Berat Badan,Kekuatan,32,317,65,Pria,Angkat Beban
185,67,Rendah,Penurunan Berat Badan,Kekuatan,71,167,24,Wanita,Angkat Beban
182,84,Tinggi,Pemeliharaan Kebugaran,Kekuatan,89,323,34,Pria,Angkat Beban
198,93,Tinggi,Penurunan Berat Badan,Kardio,72,590,61,Wanita,Lari
153,47,Sedang,Pemeliharaan Kebugaran,Kardio,58,700,29,Pria,Bersepeda
144,99,Tinggi,Pemeliharaan Kebugaran,Kekuatan,60,618,55,Wanita,Angkat Beban
187,104,Tinggi,Penurunan Berat Badan,Fleksibilitas,88,651,20,Pria,Senam
184,103,Tinggi,Peningkatan Massa Otot,Fleksibilitas,53,453,20,Wanita,Senam
152,106,Rendah,Penurunan Berat Badan,Fleksibilitas,36,632,33,Wanita,Senam
167,87,Tinggi,Peningkatan Massa Otot,Kardio,73,462,47,Wanita,Bersepeda
194,63,Rendah,Pemeliharaan Kebugaran,Kekuatan,90,266,25,Pria,Angkat Beban
155,103,Sedang,Penurunan Berat Badan,Kardio,31,284,34,Wanita,Lari
150,101,Sedang,Penurunan Berat Badan,Fleksibilitas,31,410,59,Pria,Senam
165,46,Rendah,Penurunan Berat Badan,Kardio,65,697,44,Wanita,Lari
169,63,Sedang,Peningkatan Massa Otot,Kardio,41,267,22,Pria,Bersepeda
157,48,Rendah,Pemeliharaan Kebugaran,Kekuatan,42,508,63,Wanita,Angkat Beban
141,112,Rendah,Peningkatan Massa Otot,Fleksibilitas,57,380,46,Wanita,Senam
169,82,Rendah,Penurunan Berat Badan,Kekuatan,77,530,36,Wanita,Angkat Beban
160,67,Sedang,Penurunan Berat Badan,Kekuatan,81,369,43,Wanita,Angkat Beban
153,62,Rendah,Pemeliharaan Kebugaran,Kekuatan,33,383,50,Pria,Angkat Beban
146,40,Tinggi,Peningkatan Massa Otot,Kekuatan,55,397,62,Pria,Angkat Beban
161,69,Sedang,Penurunan Berat Badan,Kekuatan,67,339,50,Wanita,Angkat Beban
141,117,Rendah,Peningkatan Massa Otot,Kardio,60,429,49,Wanita,Bersepeda
140,88,Rendah,Penurunan Berat Badan,Kardio,85,209,41,Pria,Lari
195,48,Sedang,Penurunan Berat Badan,Kekuatan,84,577,28,Pria,Angkat Beban
168,44,Sedang,Peningkatan Massa Otot,Kekuatan,75,457,65,Pria,Angkat Beban
197,42,Sedang,Pemeliharaan Kebugaran,Kardio,70,194,61,Pria,Bersepeda
147,65,Sedang,Pemeliharaan Kebugaran,Kardio,71,152,34,Wanita,Bersepeda
153,82,Tinggi,Peningkatan Massa Otot,Kardio,34,282,50,Wanita,Bersepeda
197,113,Sedang,Penurunan Berat Badan,Fleksibilitas,70,457,27,Wanita,Senam
180,64,Rendah,Pemeliharaan Kebugaran,Kekuatan,78,586,34,Pria,Angkat Beban
193,93,Tinggi,Penurunan Berat Badan,Kardio,46,225,50,Wanita,Lari
198,60,Tinggi,Pemeliharaan Kebugaran,Kekuatan,85,532,54,Pria,Angkat Beban
142,69,Rendah,Peningkatan Massa Otot,Kekuatan,54,583,44,Pria,Angkat Beban
166,87,Tinggi,Peningkatan Massa Otot,Kardio,36,633,37,Pria,Bersepeda
172,74,Rendah,Penurunan Berat Badan,Fleksibilitas,63,294,35,Pria,Senam
164,64,Rendah,Peningkatan Massa Otot,Kardio,63,476,46,Pria,Bersepeda
147,45,Tinggi,Penurunan Berat Badan,Fleksibilitas,78,227,62,Wanita,Senam
161,78,Tinggi,Peningkatan Massa Otot,Kardio,47,389,37,Wanita,Bersepeda
194,53,Sedang,Peningkatan Massa Otot,Fleksibilitas,46,700,46,Wanita,Senam
167,49,Rendah,Peningkatan Massa Otot,Kekuatan,34,457,26,Wanita,Angkat Beban
145,42,Sedang,Pemeliharaan Kebugaran,Kardio,64,339,39,Pria,Bersepeda
197,48,Sedang,Pemeliharaan Kebugaran,Kardio,59,581,52,Pria,Bersepeda
158,45,Rendah,Penurunan Berat Badan,Kardio,78,380,43,Pria,Lari
174,70,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,56,478,21,Wanita,Senam
180,47,Tinggi,Peningkatan Massa Otot,Kardio,79,522,30,Wanita,Bersepeda
149,93,Rendah,Peningkatan Massa Otot,Kekuatan,35,650,40,Pria,Angkat Beban
144,45,Tinggi,Peningkatan Massa Otot,Fleksibilitas,42,586,24,Pria,Senam
183,51,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,88,501,43,Pria,Senam
159,76,Tinggi,Penurunan Berat Badan,Fleksibilitas,32,428,53,Pria,Senam
195,41,Sedang,Pemeliharaan Kebugaran,Kardio,62,637,62,Pria,Bersepeda
155,67,Tinggi,Pemeliharaan Kebugaran,Kekuatan,71,354,55,Pria,Angkat Beban
194,110,Sedang,Penurunan Berat Badan,Kekuatan,85,685,61,Wanita,Angkat Beban
165,79,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,58,649,21,Wanita,Senam
199,97,Rendah,Peningkatan Massa Otot,Kekuatan,87,199,25,Pria,Angkat Beban
188,84,Rendah,Pemeliharaan Kebugaran,Kardio,86,418,36,Wanita,Bersepeda
165,71,Rendah,Penurunan Berat Badan,Kardio,49,372,29,Pria,Lari
191,100,Tinggi,Penurunan Berat Badan,Kardio,74,385,19,Pria,Lari
174,78,Tinggi,Peningkatan Massa Otot,Fleksibilitas,77,244,37,Pria,Senam
187,119,Tinggi,Peningkatan Massa Otot,Kardio,57,252,32,Pria,Bersepeda
200,74,Rendah,Pemeliharaan Kebugaran,Kekuatan,89,524,49,Wanita,Angkat Beban
140,80,Tinggi,Penurunan Berat Badan,Kardio,46,428,39,Pria,Lari
148,65,Sedang,Penurunan Berat Badan,Kekuatan,55,267,53,Pria,Angkat Beban
196,109,Sedang,Peningkatan Massa Otot,Kardio,53,592,65,Pria,Bersepeda
189,61,Sedang,Peningkatan Massa Otot,Fleksibilitas,77,293,51,Pria,Senam
140,79,Sedang,Peningkatan Massa Otot,Kekuatan,90,288,51,Wanita,Angkat Beban
156,58,Tinggi,Pemeliharaan Kebugaran,Kardio,90,503,60,Wanita,Bersepeda
153,55,Sedang,Penurunan Berat Badan,Kardio,53,353,57,Wanita,Lari
154,98,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,70,626,56,Wanita,Senam
153,93,Sedang,Penurunan Berat Badan,Fleksibilitas,45,550,39,Pria,Senam
175,83,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,79,192,24,Pria,Senam
181,113,Sedang,Penurunan Berat Badan,Kardio,72,313,32,Wanita,Lari
184,58,Tinggi,Peningkatan Massa Otot,Fleksibilitas,66,335,50,Pria,Senam
165,84,Tinggi,Penurunan Berat Badan,Kardio,44,594,29,Pria,Lari
159,51,Rendah,Peningkatan Massa Otot,Kardio,44,442,64,Wanita,Bersepeda
192,100,Tinggi,Peningkatan Massa Otot,Kardio,38,491,48,Wanita,Bersepeda
190,103,Sedang,Peningkatan Massa Otot,Fleksibilitas,63,326,57,Pria,Senam
141,60,Sedang,Penurunan Berat Badan,Kekuatan,42,364,21,Pria,Angkat Beban
169,118,Rendah,Pemeliharaan Kebugaran,Kardio,72,210,37,Wanita,Bersepeda
164,50,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,79,524,18,Wanita,Senam
191,92,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,67,363,55,Pria,Senam
185,84,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,56,389,39,Wanita,Senam
177,45,Tinggi,Peningkatan Massa Otot,Fleksibilitas,78,206,41,Wanita,Senam
164,93,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,61,540,60,Pria,Senam
193,109,Sedang,Penurunan Berat Badan,Kardio,75,385,21,Pria,Lari
141,56,Rendah,Peningkatan Massa Otot,Kardio,55,521,53,Pria,Bersepeda
142,117,Sedang,Penurunan Berat Badan,Fleksibilitas,76,307,58,Wanita,Senam
171,78,Tinggi,Peningkatan Massa Otot,Kekuatan,56,489,19,Wanita,Angkat Beban
193,65,Sedang,Peningkatan Massa Otot,Kekuatan,62,168,49,Pria,Angkat Beban
155,56,Rendah,Peningkatan Massa Otot,Kardio,39,692,46,Wanita,Bersepeda
192,103,Tinggi,Penurunan Berat Badan,Kekuatan,66,178,28,Pria,Angkat Beban
192,114,Sedang,Penurunan Berat Badan,Kardio,69,425,38,Wanita,Lari
187,69,Rendah,Penurunan Berat Badan,Kekuatan,34,158,20,Wanita,Angkat Beban
145,67,Sedang,Peningkatan Massa Otot,Kekuatan,64,608,49,Wanita,Angkat Beban
158,41,Rendah,Pemeliharaan Kebugaran,Kardio,59,513,31,Pria,Bersepeda
171,60,Sedang,Pemeliharaan Kebugaran,Kardio,63,606,31,Wanita,Bersepeda
156,73,Tinggi,Peningkatan Massa Otot,Kekuatan,65,604,60,Wanita,Angkat Beban
180,86,Sedang,Penurunan Berat Badan,Kekuatan,44,270,56,Wanita,Angkat Beban
163,91,Tinggi,Peningkatan Massa Otot,Fleksibilitas,52,152,42,Pria,Senam
193,68,Sedang,Peningkatan Massa Otot,Fleksibilitas,42,370,32,Pria,Senam
175,75,Sedang,Penurunan Berat Badan,Kardio,67,422,52,Pria,Lari
142,44,Sedang,Penurunan Berat Badan,Fleksibilitas,89,309,52,Wanita,Senam
143,99,Tinggi,Penurunan Berat Badan,Kekuatan,44,609,18,Wanita,Angkat Beban
187,61,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,76,177,24,Pria,Senam
159,56,Rendah,Pemeliharaan Kebugaran,Kardio,80,187,59,Pria,Bersepeda
159,53,Sedang,Peningkatan Massa Otot,Fleksibilitas,33,316,23,Wanita,Senam
187,54,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,50,294,42,Wanita,Senam
173,112,Sedang,Peningkatan Massa Otot,Fleksibilitas,53,576,34,Wanita,Senam
150,111,Tinggi,Pemeliharaan Kebugaran,Kardio,78,620,58,Pria,Bersepeda
163,106,Rendah,Pemeliharaan Kebugaran,Kekuatan,50,654,25,Wanita,Angkat Beban
165,97,Sedang,Penurunan Berat Badan,Fleksibilitas,56,443,58,Wanita,Senam
142,57,Sedang,Penurunan Berat Badan,Fleksibilitas,31,259,53,Wanita,Senam
157,49,Rendah,Penurunan Berat Badan,Fleksibilitas,55,460,59,Pria,Senam
179,62,Rendah,Pemeliharaan Kebugaran,Kardio,66,415,54,Pria,Bersepeda
146,69,Tinggi,Penurunan Berat Badan,Kekuatan,34,357,19,Wanita,Angkat Beban
198,46,Sedang,Penurunan Berat Badan,Fleksibilitas,35,695,37,Pria,Senam
188,120,Rendah,Penurunan Berat Badan,Kekuatan,74,539,58,Wanita,Angkat Beban
197,118,Rendah,Penurunan Berat Badan,Fleksibilitas,45,359,55,Wanita,Senam
176,43,Sedang,Penurunan Berat Badan,Fleksibilitas,62,459,36,Pria,Senam
155,70,Sedang,Pemeliharaan Kebugaran,Kardio,79,622,32,Wanita,Bersepeda
142,97,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,85,622,51,Wanita,Senam
195,105,Rendah,Pemeliharaan Kebugaran,Kardio,79,412,37,Pria,Bersepeda
155,50,Rendah,Penurunan Berat Badan,Kekuatan,86,464,56,Pria,Angkat Beban
176,67,Rendah,Penurunan Berat Badan,Kardio,50,434,20,Wanita,Lari
188,108,Tinggi,Pemeliharaan Kebugaran,Kardio,59,382,43,Wanita,Bersepeda
178,106,Tinggi,Pemeliharaan Kebugaran,Kardio,41,446,50,Wanita,Bersepeda
147,81,Sedang,Peningkatan Massa Otot,Kekuatan,34,182,43,Pria,Angkat Beban
195,106,Tinggi,Penurunan Berat Badan,Kardio,77,458,38,Pria,Lari
141,89,Rendah,Penurunan Berat Badan,Fleksibilitas,45,491,37,Pria,Senam
173,108,Sedang,Peningkatan Massa Otot,Kekuatan,52,197,39,Wanita,Angkat Beban
161,44,Tinggi,Peningkatan Massa Otot,Fleksibilitas,51,466,37,Pria,Senam
188,69,Sedang,Peningkatan Massa Otot,Fleksibilitas,62,285,18,Wanita,Senam
147,76,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,77,561,26,Pria,Senam
166,107,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,48,362,47,Pria,Senam
190,106,Sedang,Penurunan Berat Badan,Fleksibilitas,46,445,43,Pria,Senam
188,107,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,43,437,35,Wanita,Senam
199,50,Sedang,Peningkatan Massa Otot,Kardio,39,698,37,Pria,Bersepeda
148,90,Sedang,Peningkatan Massa Otot,Fleksibilitas,72,547,20,Wanita,Senam
175,107,Tinggi,Pemeliharaan Kebugaran,Kekuatan,40,641,19,Pria,Angkat Beban
158,77,Sedang,Pemeliharaan Kebugaran,Kardio,52,174,34,Pria,Bersepeda
172,45,Tinggi,Penurunan Berat Badan,Kekuatan,61,692,47,Wanita,Angkat Beban
144,92,Sedang,Penurunan Berat Badan,Kekuatan,81,313,59,Pria,Angkat Beban
173,85,Sedang,Penurunan Berat Badan,Kekuatan,40,240,56,Pria,Angkat Beban
173,90,Tinggi,Peningkatan Massa Otot,Fleksibilitas,35,352,47,Pria,Senam
195,87,Rendah,Pemeliharaan Kebugaran,Kekuatan,53,578,63,Pria,Angkat Beban
154,83,Rendah,Peningkatan Massa Otot,Kekuatan,64,249,34,Pria,Angkat Beban
179,67,Sedang,Pemeliharaan Kebugaran,Kardio,77,529,26,Wanita,Bersepeda
170,62,Rendah,Peningkatan Massa Otot,Fleksibilitas,30,263,58,Pria,Senam
198,114,Rendah,Pemeliharaan Kebugaran,Kekuatan,83,669,53,Wanita,Angkat Beban
147,60,Sedang,Peningkatan Massa Otot,Kardio,76,690,42,Wanita,Bersepeda
190,97,Rendah,Peningkatan Massa Otot,Fleksibilitas,68,536,55,Pria,Senam
174,41,Sedang,Pemeliharaan Kebugaran,Kardio,59,433,61,Pria,Bersepeda
155,100,Rendah,Penurunan Berat Badan,Fleksibilitas,46,185,34,Wanita,Senam
185,109,Rendah,Pemeliharaan Kebugaran,Kardio,52,246,42,Wanita,Bersepeda
155,40,Tinggi,Peningkatan Massa Otot,Kardio,73,157,29,Wanita,Bersepeda
185,43,Sedang,Peningkatan Massa Otot,Kekuatan,46,593,46,Pria,Angkat Beban
192,59,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,58,358,56,Pria,Senam
165,73,Tinggi,Peningkatan Massa Otot,Kekuatan,35,288,63,Wanita,Angkat Beban
167,51,Sedang,Penurunan Berat Badan,Fleksibilitas,50,221,59,Pria,Senam
148,113,Rendah,Penurunan Berat Badan,Kekuatan,81,545,25,Wanita,Angkat Beban
141,63,Tinggi,Penurunan Berat Badan,Kardio,47,256,46,Pria,Lari
177,101,Sedang,Penurunan Berat Badan,Kardio,84,528,34,Pria,Lari
140,117,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,76,216,39,Pria,Senam
184,81,Tinggi,Penurunan Berat Badan,Fleksibilitas,82,562,20,Wanita,Senam
151,116,Sedang,Penurunan Berat Badan,Fleksibilitas,62,695,50,Wanita,Senam
149,110,Tinggi,Peningkatan Massa Otot,Kekuatan,53,473,22,Pria,Angkat Beban
154,119,Tinggi,Peningkatan Massa Otot,Kekuatan,78,271,46,Wanita,Angkat Beban
172,72,Rendah,Penurunan Berat Badan,Fleksibilitas,79,556,44,Wanita,Senam
178,91,Rendah,Penurunan Berat Badan,Kardio,40,287,58,Wanita,Lari
145,56,Tinggi,Penurunan Berat Badan,Fleksibilitas,52,535,25,Wanita,Senam
177,55,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,77,636,55,Wanita,Senam
151,61,Rendah,Peningkatan Massa Otot,Kekuatan,84,198,36,Pria,Angkat Beban
154,102,Rendah,Pemeliharaan Kebugaran,Kardio,89,351,20,Pria,Bersepeda
189,83,Rendah,Penurunan Berat Badan,Kekuatan,44,267,25,Wanita,Angkat Beban
182,69,Sedang,Penurunan Berat Badan,Kardio,90,585,22,Wanita,Lari
187,92,Rendah,Penurunan Berat Badan,Fleksibilitas,32,221,22,Wanita,Senam
180,56,Sedang,Penurunan Berat Badan,Kekuatan,80,588,37,Pria,Angkat Beban
145,61,Rendah,Peningkatan Massa Otot,Kardio,75,211,30,Wanita,Bersepeda
187,66,Tinggi,Peningkatan Massa Otot,Kardio,55,540,18,Pria,Bersepeda
164,101,Rendah,Penurunan Berat Badan,Fleksibilitas,90,374,47,Wanita,Senam
170,57,Tinggi,Penurunan Berat Badan,Kardio,50,669,25,Pria,Lari
165,86,Sedang,Pemeliharaan Kebugaran,Kekuatan,66,162,22,Pria,Angkat Beban
164,115,Rendah,Peningkatan Massa Otot,Kekuatan,42,686,37,Pria,Angkat Beban
160,48,Sedang,Pemeliharaan Kebugaran,Kekuatan,35,172,35,Pria,Angkat Beban
199,119,Tinggi,Penurunan Berat Badan,Kardio,34,512,56,Pria,Lari
192,114,Sedang,Penurunan Berat Badan,Kekuatan,69,343,19,Wanita,Angkat Beban
169,63,Sedang,Pemeliharaan Kebugaran,Kardio,69,446,61,Pria,Bersepeda
143,69,Rendah,Penurunan Berat Badan,Kekuatan,71,322,57,Pria,Angkat Beban
149,105,Tinggi,Pemeliharaan Kebugaran,Kardio,90,697,33,Wanita,Bersepeda
148,115,Sedang,Peningkatan Massa Otot,Kardio,63,367,23,Pria,Bersepeda
200,43,Tinggi,Penurunan Berat Badan,Kardio,31,439,57,Pria,Lari
175,65,Sedang,Peningkatan Massa Otot,Kardio,61,363,40,Pria,Bersepeda
146,70,Rendah,Pemeliharaan Kebugaran,Kardio,88,462,32,Pria,Bersepeda
184,109,Sedang,Penurunan Berat Badan,Kardio,48,177,29,Pria,Lari
146,83,Rendah,Pemeliharaan Kebugaran,Kekuatan,37,522,50,Pria,Angkat Beban
174,111,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,65,663,39,Pria,Senam
195,101,Tinggi,Penurunan Berat Badan,Kardio,77,655,23,Pria,Lari
189,58,Tinggi,Pemeliharaan Kebugaran,Kekuatan,79,546,48,Pria,Angkat Beban
199,107,Rendah,Penurunan Berat Badan,Fleksibilitas,55,315,50,Wanita,Senam
160,72,Tinggi,Peningkatan Massa Otot,Fleksibilitas,34,268,29,Pria,Senam
195,59,Rendah,Peningkatan Massa Otot,Fleksibilitas,67,611,40,Pria,Senam
173,64,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,43,696,31,Wanita,Senam
154,112,Sedang,Penurunan Berat Badan,Fleksibilitas,80,297,46,Pria,Senam
182,94,Tinggi,Peningkatan Massa Otot,Kardio,38,251,53,Pria,Bersepeda
196,59,Tinggi,Penurunan Berat Badan,Fleksibilitas,32,230,47,Pria,Senam
145,64,Sedang,Peningkatan Massa Otot,Kardio,90,351,40,Pria,Bersepeda
187,54,Sedang,Pemeliharaan Kebugaran,Fleksibilitas,68,537,58,Wanita,Senam
183,97,Sedang,Peningkatan Massa Otot,Kekuatan,60,170,28,Wanita,Angkat Beban
144,90,Rendah,Penurunan Berat Badan,Kardio,54,571,22,Wanita,Lari
193,100,Rendah,Pemeliharaan Kebugaran,Kardio,39,381,25,Pria,Bersepeda
197,68,Rendah,Penurunan Berat Badan,Fleksibilitas,76,520,51,Wanita,Senam
149,56,Tinggi,Pemeliharaan Kebugaran,Kardio,50,260,54,Pria,Bersepeda
151,116,Sedang,Pemeliharaan Kebugaran,Kardio,53,338,35,Wanita,Bersepeda
147,43,Tinggi,Pemeliharaan Kebugaran,Kardio,75,609,18,Pria,Bersepeda
191,68,Sedang,Peningkatan Massa Otot,Kardio,56,419,45,Wanita,Bersepeda
156,100,Rendah,Pemeliharaan Kebugaran,Kardio,62,218,37,Pria,Bersepeda
191,83,Rendah,Peningkatan Massa Otot,Kekuatan,50,632,23,Pria,Angkat Beban
143,64,Tinggi,Peningkatan Massa Otot,Fleksibilitas,63,489,54,Wanita,Senam
165,41,Tinggi,Penurunan Berat Badan,Kekuatan,35,511,48,Wanita,Angkat Beban
172,79,Tinggi,Pemeliharaan Kebugaran,Kekuatan,87,621,45,Wanita,Angkat Beban
157,58,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,49,595,46,Pria,Senam
155,87,Sedang,Peningkatan Massa Otot,Fleksibilitas,84,428,50,Wanita,Senam
188,113,Sedang,Penurunan Berat Badan,Kardio,40,676,23,Pria,Lari
185,89,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,52,402,35,Wanita,Senam
160,68,Sedang,Penurunan Berat Badan,Fleksibilitas,32,533,55,Wanita,Senam
168,114,Tinggi,Pemeliharaan Kebugaran,Kekuatan,83,194,47,Wanita,Angkat Beban
140,91,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,60,286,30,Pria,Senam
178,55,Rendah,Penurunan Berat Badan,Kekuatan,56,648,54,Pria,Angkat Beban
191,59,Sedang,Penurunan Berat Badan,Fleksibilitas,61,475,40,Wanita,Senam
177,103,Rendah,Penurunan Berat Badan,Kardio,50,684,30,Pria,Lari
176,117,Sedang,Penurunan Berat Badan,Kekuatan,83,519,26,Pria,Angkat Beban
165,59,Rendah,Pemeliharaan Kebugaran,Fleksibilitas,69,244,47,Wanita,Senam
173,51,Tinggi,Penurunan Berat Badan,Kekuatan,87,539,44,Pria,Angkat Beban
150,88,Tinggi,Peningkatan Massa Otot,Fleksibilitas,82,517,30,Pria,Senam
180,48,Rendah,Peningkatan Massa Otot,Kardio,45,616,61,Wanita,Bersepeda
194,64,Sedang,Penurunan Berat Badan,Kardio,90,450,65,Wanita,Lari
160,50,Rendah,Pemeliharaan Kebugaran,Kardio,55,495,35,Wanita,Bersepeda
151,89,Sedang,Penurunan Berat Badan,Fleksibilitas,80,312,19,Pria,Senam
153,65,Rendah,Penurunan Berat Badan,Fleksibilitas,38,489,64,Pria,Senam
160,41,Sedang,Pemeliharaan Kebugaran,Kardio,39,514,61,Pria,Bersepeda
158,88,Sedang,Peningkatan Massa Otot,Fleksibilitas,70,269,42,Wanita,Senam
197,103,Tinggi,Penurunan Berat Badan,Fleksibilitas,78,593,27,Wanita,Senam
144,105,Rendah,Pemeliharaan Kebugaran,Kekuatan,58,638,58,Pria,Angkat Beban
149,101,Sedang,Penurunan Berat Badan,Kekuatan,47,473,59,Wanita,Angkat Beban
193,113,Sedang,Penurunan Berat Badan,Kekuatan,31,560,46,Wanita,Angkat Beban
140,113,Rendah,Pemeliharaan Kebugaran,Kardio,62,400,47,Pria,Bersepeda
158,71,Sedang,Penurunan Berat Badan,Kardio,65,212,42,Wanita,Lari
143,94,Sedang,Pemeliharaan Kebugaran,Kardio,87,539,27,Wanita,Bersepeda
152,85,Tinggi,Peningkatan Massa Otot,Fleksibilitas,77,306,28,Wanita,Senam
166,50,Tinggi,Peningkatan Massa Otot,Kekuatan,60,295,62,Pria,Angkat Beban
187,98,Sedang,Penurunan Berat Badan,Kardio,46,244,58,Pria,Lari
142,89,Rendah,Penurunan Berat Badan,Fleksibilitas,55,158,37,Wanita,Senam
167,65,Sedang,Peningkatan Massa Otot,Fleksibilitas,40,259,61,Wanita,Senam
179,76,Sedang,Penurunan Berat Badan,Kekuatan,82,474,42,Wanita,Angkat Beban
176,77,Rendah,Peningkatan Massa Otot,Kekuatan,51,183,57,Pria,Angkat Beban
198,41,Sedang,Pemeliharaan Kebugaran,Kekuatan,70,464,30,Wanita,Angkat Beban
197,57,Sedang,Peningkatan Massa Otot,Kardio,74,486,40,Pria,Bersepeda
150,45,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,65,329,26,Pria,Senam
155,59,Rendah,Peningkatan Massa Otot,Fleksibilitas,88,600,26,Pria,Senam
180,55,Tinggi,Pemeliharaan Kebugaran,Fleksibilitas,73,209,36,Wanita,Senam
156,46,Rendah,Peningkatan Massa Otot,Kardio,72,557,50,Wanita,Bersepeda
188,95,Rendah,Penurunan Berat Badan,Kekuatan,55,630,31,Pria,Angkat Beban
186,100,Sedang,Penurunan Berat Badan,Fleksibilitas,47,506,42,Wanita,Senam
156,51,Tinggi,Penurunan Berat Badan,Fleksibilitas,32,179,49,Wanita,Senam
194,108,Rendah,Peningkatan Massa Otot,Kekuatan,63,280,33,Pria,Angkat Beban
149,105,Rendah,Peningkatan Massa Otot,Kekuatan,56,253,39,Wanita,Angkat Beban
178,43,Rendah,Peningkatan Massa Otot,Kekuatan,66,321,48,Pria,Angkat Beban
177,90,Tinggi,Pemeliharaan Kebugaran,Kardio,73,546,65,Pria,Bersepeda
179,104,Rendah,Penurunan Berat Badan,Fleksibilitas,53,686,48,Wanita,Senam
185,44,Sedang,Peningkatan Massa Otot,Kekuatan,32,399,46,Wanita,Angkat Beban
184,45,Rendah,Peningkatan Massa Otot,Fleksibilitas,32,353,58,Pria,Senam
180,116,Rendah,Peningkatan Massa Otot,Fleksibilitas,51,601,19,Wanita,Senam
187,120,Rendah,Penurunan Berat Badan,Kekuatan,70,518,48,Wanita,Angkat Beban
